"Geo Point","Geo Shape","INSEE","NOMBRE_BAC","TYPOLOGIE_SITE","STATUT","HORAIRES_LUNDI","HORAIRES_MARDI","HORAIRES_MERCREDI","HORAIRES_JEUDI","HORAIRES_VENDREDI","HORAIRES_SAMEDI","HORAIRES_DIMANCHE","HORAIRES_COMP","CONTACT","ADRESSE","VOLUME_BAC","MDATE","GID","NIV_REFERENT","DATE_MES","GEOM_O","GEOM_ERR","LIBELLE","CDATE","URL_PHOTO"
"44.8271026, -0.5784089","{""type"": ""Point"", ""coordinates"": [-0.5784089, 44.8271026]}","33063",3,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","1 rue borda, 33000 Bordeaux",600,"2020-06-08 17:56:14+02:00","1924","REFERENT_DE_SITE","2020-05-24T22:00:00","0",,"résidence Saint Genès","2020-05-25 11:17:26+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/bordeaux_res_saintgenes.jpg"
"44.8428775, -0.5600907","{""type"": ""Point"", ""coordinates"": [-0.5600907, 44.8428775]}","33063",3,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","rue Louis Emie, 33000 Bordeaux",600,"2020-06-08 14:05:42+02:00","1844","REFERENT_DE_SITE","2020-05-04T22:00:00","0",,"Résidence l'Avant","2020-05-05 12:55:43+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/bx_Res_lavant.jpg"
"44.8270366, -0.5569977","{""type"": ""Point"", ""coordinates"": [-0.5569977, 44.8270366]}","33063",3,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","21 rue Charles Domercq, 33000 Bordeaux",400,"2020-06-08 17:57:27+02:00","1858","REFERENT_DE_SITE","2020-05-18T22:00:00","0",,"Centre d'ébergement Charles Domercq","2020-05-05 18:00:13+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/bordeaux_res_dormerc.jpg"
"44.8427554, -0.5500158","{""type"": ""Point"", ""coordinates"": [-0.5500158, 44.8427554]}","33063",,"DOMAINE_PUBLIC","EN_SERVICE","Non communiqué","Non communiqué","18H à 19H","Non communiqué","18H à 19H","Non communiqué","Non communiqué",,"bmcompost@bordeaux-metropole.fr","Place Calixte Camelle",,"2020-07-07 14:45:06+02:00","1964","MAITRE_COMPOSTEUR","2020-07-05T22:00:00","0",,"Place Calixte Camelle","2020-07-06 14:30:25+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/"
"44.8360165, -0.6075523","{""type"": ""Point"", ""coordinates"": [-0.6075523, 44.8360165]}","33063",3,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","6 rue Franz Schrader, 33000 Bordeaux",1000,"2020-06-08 17:52:46+02:00","1791","REFERENT_DE_SITE","2020-05-06T22:00:00","0",,"Résidence Les Augustins","2020-04-21 14:01:40+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/"
"44.7864335, -0.6062736","{""type"": ""Point"", ""coordinates"": [-0.6062736, 44.7864335]}","33192",3,"ASSOCIATION","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","21 Cours du Général De Gaulle, 33170 Gradignan",400,"2020-06-08 17:36:28+02:00","1852","REFERENT_DE_SITE","2020-05-17T22:00:00","0",,"Institut Don Bosco","2020-05-05 15:45:21+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/gradignan_asso_institutdonbosco.jpg"
"44.80682, -0.6038058","{""type"": ""Point"", ""coordinates"": [-0.6038058, 44.80682]}","33522",3,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","avenue de Collegno, 33400 Talence",1000,"2020-06-08 17:39:00+02:00","1774","REFERENT_DE_SITE","2020-05-18T22:00:00","0",,"Village 1- Résidente étudiante","2020-04-21 14:01:40+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/talence_etabsco_village1.jpg"
"44.8263619, -0.5316327","{""type"": ""Point"", ""coordinates"": [-0.5316327, 44.8263619]}","33167",3,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","8 Place Mayensa, 33270 Floirac",1000,"2020-06-02 16:09:37+02:00","1822","REFERENT_DE_SITE","2020-05-10T22:00:00","0",,"Résidence Nouvelles Rives","2020-04-21 14:01:40+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/floirac_resnouvellerive.jpg"
"44.7852204, -0.6021211","{""type"": ""Point"", ""coordinates"": [-0.6021211, 44.7852204]}","33192",3,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","2 Allée Carthon Ferrière, 33170 Gradignan",1000,"2020-06-08 17:36:16+02:00","1814","REFERENT_DE_SITE","2020-05-17T22:00:00","0",,"Le Malbec","2020-04-21 14:01:40+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/gradignan_res_lemalbec.jpg"
"44.8727483, -0.5448696","{""type"": ""Point"", ""coordinates"": [-0.5448696, 44.8727483]}","33063",3,"RESIDENCE","EN_SERVICE","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué",,"bm-compost@bordeaux-metropole.fr","2 rue Rolland Tylipski",800,"2020-08-14 17:12:28+02:00","1984","REFERENT_DE_SITE","2020-07-22T22:00:00","0",,"Résidence Saint Patrick","2020-07-23 15:38:04+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/bordeaux_res_saintpatrick.jpg"
"44.8537347, -0.643767","{""type"": ""Point"", ""coordinates"": [-0.643767, 44.8537347]}","33281",3,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","125 avenue de la Libération, 33700 Mérignac",600,"2020-06-08 17:45:37+02:00","1866","REFERENT_DE_SITE","2020-05-05T22:00:00","0",,"Résidence Jean Blanc","2020-05-06 17:02:17+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/merignac_res_jeanblanc.jpg"
"44.8605764, -0.6186232","{""type"": ""Point"", ""coordinates"": [-0.6186232, 44.8605764]}","33063",3,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","80 rue des orangers, 33000 Bordeaux",600,"2020-06-08 17:54:32+02:00","1867","REFERENT_DE_SITE","2020-05-18T22:00:00","0",,"résidence Le Murier","2020-05-06 17:04:35+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/bordeaux_res_lemurier.jpg"
"44.8403411, -0.6079393","{""type"": ""Point"", ""coordinates"": [-0.6079393, 44.8403411]}","33063",4,"DOMAINE_PUBLIC","COMPLET","FERME","FERME","FERME","FERME","FERME","FERME","FERME","pas de permanance, code du cadenas à demander au référent","bmcompost@bordeaux-metropole.fr","Avenue Bel Air, 33000 Bordeaux",1000,"2020-08-21 11:53:46+02:00","1869","REFERENT_DE_SITE","2020-05-18T22:00:00","0",,"Parc Lussy","2020-05-06 17:09:02+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/bordeaux_dompublic_parclussy.jpg"
"44.8525977, -0.6099427","{""type"": ""Point"", ""coordinates"": [-0.6099427, 44.8525977]}","33063",3,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","19 rue Jules Michelet, 33000 Bordeaux",1000,"2020-06-08 17:53:26+02:00","1871","REFERENT_DE_SITE","2020-05-18T22:00:00","0",,"Résidence Michelet","2020-05-06 17:17:38+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/bordeaux_res_michelet.jpg"
"44.7888303, -0.5698073","{""type"": ""Point"", ""coordinates"": [-0.5698073, 44.7888303]}","33550",4,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","17 rue Rogert Robert, 33140 Villenave-d'Ornon",1000,"2020-06-08 14:15:46+02:00","1872","REFERENT_DE_SITE","2020-05-18T22:00:00","0",,"Résidence Saint Bris","2020-05-06 17:20:45+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/villenavedornon_res_saintbris.jpg"
"44.8090779, -0.5404858","{""type"": ""Point"", ""coordinates"": [-0.5404858, 44.8090779]}","33039",3,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","35 allée Boyer, 33130 Bègles",1000,"2020-06-08 14:11:56+02:00","1880","REFERENT_DE_SITE","2020-05-05T22:00:00","0",,"Résidence Tempo","2020-05-06 17:55:00+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/begles_res_tempo.jpg"
"44.848728, -0.6453809","{""type"": ""Point"", ""coordinates"": [-0.6453809, 44.848728]}","33281",3,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","Avenue Jean Cocteau, 33700 Mérignac",1000,"2020-06-08 17:44:47+02:00","1915","REFERENT_DE_SITE","2020-05-18T22:00:00","0",,"résidence Belle France","2020-05-19 12:13:27+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/merignac_res_bellefrance.jpg"
"44.8138257, -0.5566786","{""type"": ""Point"", ""coordinates"": [-0.5566786, 44.8138257]}","33063",3,"RESIDENCE","EN_SERVICE","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué",,"bmcompost@bordeaux-metropole.fr","7 bis rue Brascassat, 33800 Bordeaux",400,"2020-08-14 17:09:32+02:00","1944","INITIATION_AU_COMPOSTAGE","2020-06-21T22:00:00","0",,"Résidence Brascassat","2020-06-22 17:44:24+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/bordeaux_res_brascassat.jpg"
"44.8706804, -0.5214159","{""type"": ""Point"", ""coordinates"": [-0.5214159, 44.8706804]}","33249",3,"RESIDENCE","EN_SERVICE","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué",,"bmcompost@bordeaux-metropole.fr","avenue de la libération, 33310 Lormont",400,,"2004","INITIATION_AU_COMPOSTAGE","2020-08-12T22:00:00","0",,"Résidence Gélinor","2020-08-13 13:09:05+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/"
"44.8121738, -0.5753337","{""type"": ""Point"", ""coordinates"": [-0.5753337, 44.8121738]}","33522",6,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","232 rue de Suzon, 33400 talence",1000,"2020-06-08 17:37:27+02:00","1768","REFERENT_DE_SITE","2020-05-10T22:00:00","0",,"Résidence Le Voltaire","2020-04-21 14:01:40+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/talence_res_levoltaire.jpg"
"44.8502073, -0.6513454","{""type"": ""Point"", ""coordinates"": [-0.6513454, 44.8502073]}","33281",3,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","65 avenue du Truc, 33700 Merignac",800,"2020-06-08 17:45:16+02:00","1769","REFERENT_DE_SITE","2020-05-03T22:00:00","0",,"Résidence Parc de la Chénaie","2020-04-21 14:01:40+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/merignac_res_parcdelachenaie.jpg"
"44.8516103, -0.6131772","{""type"": ""Point"", ""coordinates"": [-0.6131772, 44.8516103]}","33063",3,"RESIDENCE","EN_SERVICE","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué",,"bmcompost@bodeaux-metropole.fr","106 avenue Louis Barthou",800,"2020-08-14 17:08:09+02:00","1974","REFERENT_DE_SITE","2020-07-07T22:00:00","0",,"Parc de Caudéran","2020-07-08 11:28:08+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/bordeaux_res_parcdecauderan.jpg"
"44.8554147, -0.5873844","{""type"": ""Point"", ""coordinates"": [-0.5873844, 44.8554147]}","33063",3,"DOMAINE_PUBLIC","EN_SERVICE","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué",,"bmcompost@bordeaux-metropole.f","rue Camille Godard, 33000 Bordeaux",1000,,"2014","GUIDE_COMPOSTEUR","2020-08-24T22:00:00","0",,"jardin parc et rivière","2020-08-25 17:12:20+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/"
"44.8623145, -0.5501705","{""type"": ""Point"", ""coordinates"": [-0.5501705, 44.8623145]}","33063",3,"DOMAINE_PUBLIC","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","152 Quai de Bacalan, 33300 Bordeaux",1000,"2020-06-03 11:07:10+02:00","1794","REFERENT_DE_SITE","2020-05-10T22:00:00","0",,"Grand Port Maritime de Bordeaux","2020-04-21 14:01:40+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/"
"44.8766726, -0.6226698","{""type"": ""Point"", ""coordinates"": [-0.6226698, 44.8766726]}","33162",3,"ASSOCIATION","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","3 Avenue de l'Hippodrome, 33320 Eysines",1000,"2020-06-08 17:47:03+02:00","1803","REFERENT_DE_SITE","2020-05-10T22:00:00","0",,"Gleditschias Emmaüs","2020-04-21 14:01:40+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/"
"44.8810353, -0.5909979","{""type"": ""Point"", ""coordinates"": [-0.5909979, 44.8810353]}","33075",3,"ETABLISSEMENT_SCOLAIRE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","42 Avenue Jean Jaurès, 33520 Bruges",600,"2020-06-08 13:21:27+02:00","1805","REFERENT_DE_SITE","2020-05-10T22:00:00","0",,"ALSH Jacques Prévert","2020-04-21 14:01:40+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/"
"44.8620297, -0.5593397","{""type"": ""Point"", ""coordinates"": [-0.5593397, 44.8620297]}","33063",3,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","85-87 Cours Edouard Vaillant, 33000 Bordeaux",1000,"2020-09-02 17:05:56+02:00","1809","REFERENT_DE_SITE","2020-09-01T22:00:00","0",,"Résidence Ellington","2020-04-21 14:01:40+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/bordeaux_res_ellington.jpg"
"44.8593234, -0.5071278","{""type"": ""Point"", ""coordinates"": [-0.5071278, 44.8593234]}","33119",3,"ETABLISSEMENT_SCOLAIRE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","Avenue Pierre Loti - 33150 Cenon",1000,"2020-06-11 13:47:08+02:00","1815","REFERENT_DE_SITE","2020-05-12T22:00:00","0",,"Centre de Loisirs Triboulet","2020-04-21 14:01:40+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/cenon_etabsco_alshtriboulet.jpg"
"44.8361664, -0.5385182","{""type"": ""Point"", ""coordinates"": [-0.5385182, 44.8361664]}","33167",3,"ENTREPRISE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","29 Chemin Richelieu, 33270 Floirac",1000,"2020-06-02 16:09:37+02:00","1816","REFERENT_DE_SITE","2020-05-12T22:00:00","0",,"Quartier Génial","2020-04-21 14:01:40+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/floirac_ent_quartiergenial.jpg"
"44.7786573, -0.7019202","{""type"": ""Point"", ""coordinates"": [-0.7019202, 44.7786573]}","33318",6,"DOMAINE_PUBLIC","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","44 Rue Albert Einstein, 33600 Pessac",1000,"2020-08-14 17:14:53+02:00","1818","GUIDE_COMPOSTEUR","2020-04-22T22:00:00","0",,"Les incroyables comestibles - villa des sources","2020-04-21 14:01:40+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/pessac_dompublic_villadessources.jpg"
"44.8123165, -0.5692991","{""type"": ""Point"", ""coordinates"": [-0.5692991, 44.8123165]}","33063",3,"ENTREPRISE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","21 Rue de Ladous, 33000 Bordeaux",800,"2020-08-14 17:05:50+02:00","1820","REFERENT_DE_SITE","2020-05-10T22:00:00","0",,"C.h.r.s. Mamre","2020-04-21 14:01:40+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/bordeaux_ent_chrsmarme.jpg"
"44.8040893, -0.5698098","{""type"": ""Point"", ""coordinates"": [-0.5698098, 44.8040893]}","33039",3,"DOMAINE_PUBLIC","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","Rue Arago, 33130 Bègles",1000,"2020-06-08 14:12:24+02:00","1836","GUIDE_COMPOSTEUR","2020-05-03T22:00:00","0",,"Square arago","2020-05-04 14:08:42+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/begles_dompublic_squarearago.jpg"
"44.8715995, -0.5486386","{""type"": ""Point"", ""coordinates"": [-0.5486386, 44.8715995]}","33063",3,"ETABLISSEMENT_SCOLAIRE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","165 rue achard, 33000 Bordeaux",400,"2020-06-08 17:50:10+02:00","1842","REFERENT_DE_SITE","2020-05-03T22:00:00","0",,"Ecole primaire Achard","2020-05-04 18:58:34+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/"
"44.8421637, -0.6040803","{""type"": ""Point"", ""coordinates"": [-0.6040803, 44.8421637]}","33063",3,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","74 rue Jules Ferry, 33000 Bordeaux",600,"2020-06-08 17:53:01+02:00","1889","REFERENT_DE_SITE","2020-05-18T22:00:00","0",,"Résidence Les Jardins de Primerose","2020-05-07 13:31:49+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/bordeaux_res_jardinprimerose.jpg"
"44.8335405, -0.5772099","{""type"": ""Point"", ""coordinates"": [-0.5772099, 44.8335405]}","33063",3,"DOMAINE_PUBLIC","COMPLET","FERME","FERME","19:00-19:30","FERME","FERME","FERME","19:00-19:30",,"bmcompost@bordeaux-metropole.fr","Place Sainte Eulalie, 33000 Bordeaux",1000,"2020-06-08 17:55:52+02:00","1891","REFERENT_DE_SITE","2020-05-18T22:00:00","0",,"Place Sainte Eulalie","2020-05-07 13:35:55+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/bordeaux_dompublic_sainteulalie.jpg"
"44.8616972, -0.5987887","{""type"": ""Point"", ""coordinates"": [-0.5987887, 44.8616972]}","33069",3,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","2 rue Raymond Poincaré, 33110 Le Bouscat",1000,"2020-06-08 17:48:01+02:00","1892","REFERENT_DE_SITE","2020-05-06T22:00:00","0",,"Résidence La Calypso","2020-05-07 13:40:14+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/lebouscat_res_lacalypso.jpg"
"44.8447434, -0.6117411","{""type"": ""Point"", ""coordinates"": [-0.6117411, 44.8447434]}","33063",3,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","186 rue Pasteur, Bordeaux",1000,"2020-06-02 16:09:37+02:00","1790","REFERENT_DE_SITE","2020-05-18T22:00:00","0",,"Résidence La Garenne","2020-04-21 14:01:40+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/bordeaux_res_lagarenne.jpg"
"44.8624224, -0.5643267","{""type"": ""Point"", ""coordinates"": [-0.5643267, 44.8624224]}","33063",6,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","46 rue de Leybardie, 33000 Bordeaux",1000,"2020-08-14 17:07:05+02:00","1898","REFERENT_DE_SITE","2020-05-06T22:00:00","0",,"Résidence les Chartrons","2020-05-07 17:31:03+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/bordeaux_res_leschartrons.jpg"
"44.804524, -0.5455988","{""type"": ""Point"", ""coordinates"": [-0.5455988, 44.804524]}","33039",6,"DOMAINE_PUBLIC","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME","contacter le référent pour que celui-ci vous explique la démarche à suivre","bmcompost@bordeaux-metropole.fr","rue edmond rostand, 33130 Bègles",1000,"2020-08-21 12:14:55+02:00","1795","REFERENT_DE_SITE","2020-05-06T22:00:00","0",,"Edmond Rostand","2020-04-21 14:01:40+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/begles_dompublic_edmondrostand.jpg"
"44.7865379, -0.6495912","{""type"": ""Point"", ""coordinates"": [-0.6495912, 44.7865379]}","33318",3,"ETABLISSEMENT_SCOLAIRE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","7 Allée Philadelphe de Gerde, 33600 Pessac",1000,"2020-06-08 17:40:28+02:00","1808","REFERENT_DE_SITE","2020-04-22T22:00:00","0",,"EREA LEA Le Corbusier","2020-04-21 14:01:40+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/pessac_etabsco_lecorbusier.jpg"
"44.8459808, -0.6597715","{""type"": ""Point"", ""coordinates"": [-0.6597715, 44.8459808]}","33281",3,"RESIDENCE","EN_SERVICE","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué",,"bmcompost@bordeaux-metropole.fr","rue Jean Giraudoux, Mérignac",600,,"2035","REFERENT_DE_SITE","2020-09-17T22:00:00","0",,"Résidence le lac ABC","2020-09-18 10:24:55+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/merignac_res_lelacabc.jpg"
"44.8419489, -0.5934305","{""type"": ""Point"", ""coordinates"": [-0.5934305, 44.8419489]}","33063",6,"DOMAINE_PUBLIC","EN_SERVICE","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué","renseignements disponibles sur les composteurs","bmcompost@bordeaux-metropole.fr","rue Georges Mandel, Bordeaux",1000,,"2054","REFERENT_DE_SITE","2020-09-29T22:00:00","0",,"square Georges Mandel","2020-09-30 14:45:29+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/"
"44.8201097, -0.5852641","{""type"": ""Point"", ""coordinates"": [-0.5852641, 44.8201097]}","33522",3,"DOMAINE_PUBLIC","EN_SERVICE","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué","Non communiqué","cadenas à codes, envoyer mail (disponible sur le site de compostage) pour connaitre celui-ci","bmcompost@bordeaux-metropole.fr","rue Jean Iriquin, Talence",600,,"2034","REFERENT_DE_SITE","2020-09-16T22:00:00","0",,"square Felhmann","2020-09-17 13:50:19+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/talence_dompublic_squarefelhmann.jpg"
"44.8083515, -0.5728904","{""type"": ""Point"", ""coordinates"": [-0.5728904, 44.8083515]}","33039",4,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","90 rue Pierre Renaudel, 33130 Bègles",600,"2020-06-08 14:12:52+02:00","1849","REFERENT_DE_SITE","2020-05-04T22:00:00","0",,"Résidence Moulin d'Arts","2020-05-05 15:36:34+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/begles_res_moulindarts.jpg"
"44.8705435, -0.5233499","{""type"": ""Point"", ""coordinates"": [-0.5233499, 44.8705435]}","33249",6,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","Quartier Alpilles-Vincennes, 33310 Lormont",1000,"2020-06-08 14:02:16+02:00","1770","GUIDE_COMPOSTEUR","2020-05-12T22:00:00","0",,"Quartier Alpilles-Vincennes","2020-04-21 14:01:40+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/"
"44.8062135, -0.5763321","{""type"": ""Point"", ""coordinates"": [-0.5763321, 44.8062135]}","33522",3,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","72 rue bontemps, 33400 Talence",600,"2020-06-08 17:37:54+02:00","1839","REFERENT_DE_SITE","2020-05-03T22:00:00","0",,"Résidence Charcot","2020-05-04 16:44:07+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/talence_res_charcot.jpg"
"44.8244225, -0.6138732","{""type"": ""Point"", ""coordinates"": [-0.6138732, 44.8244225]}","33063",3,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","1 rue de Tours, 33000 Bordeaux",600,"2020-06-08 17:55:11+02:00","1825","REFERENT_DE_SITE","2020-04-22T22:00:00","0",,"Résidence Parc Borie","2020-04-23 16:59:02+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/bx_res_parcborie.jpg"
"44.85513, -0.5323836","{""type"": ""Point"", ""coordinates"": [-0.5323836, 44.85513]}","33119",3,"ETABLISSEMENT_SCOLAIRE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","1 rue arago, 33150 Cenon",400,"2020-06-11 13:47:25+02:00","1845","REFERENT_DE_SITE","2020-05-17T22:00:00","0",,"Ecole primaire Camille Maumet","2020-05-05 12:58:25+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/cenon_etabsco_camillemaumet.jpg"
"44.8266763, -0.5973359","{""type"": ""Point"", ""coordinates"": [-0.5973359, 44.8266763]}","33063",4,"DOMAINE_PUBLIC","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME","pas de permanance, code du cadenas à demander au référent","bmcompost@bordeaux-metropole.fr","rue de la Béchade, 33000 Bordeaux",1000,"2020-08-21 11:52:13+02:00","1847","REFERENT_DE_SITE","2020-05-28T22:00:00","0",,"Jardin de la Béchade","2020-05-05 14:16:42+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/bordeaux_dompublic_jardindelabechade.jpg"
"44.8856953, -0.6132211","{""type"": ""Point"", ""coordinates"": [-0.6132211, 44.8856953]}","33075",6,"RESIDENCE","EN_SERVICE","FERME","FERME","FERME","FERME","FERME","FERME","FERME",,"bmcompost@bordeaux-metropole.fr","1 rue Maurice Ravel, 33520 Bruges",1000,"2020-06-08 11:55:52+02:00","1851","REFERENT_DE_SITE","2020-05-17T22:00:00","0",,"Résidence tour de la salle 1","2020-05-05 15:41:30+02:00","https://fichiers.bordeaux-metropole.fr/geo/composteurs/bruges_res_tourdelasalle1.jpg"
