@type,name,typeCommunecter,image,url_communecter,url_api,address_@type,address_streetAddress,address_postalCode,address_addressLocality,address_codeInsee,address_addressCountry,geo_@type,geo_latitude,geo_longitude,description,tags_0,tags_1,tags_2,tags_3,tags_4,tags_5,tags_6,tags_7,tags_8,tags_9,slug,url_website,tags_10,tags_11,tags_12,tags_13,shortDescription,email
Organization,Biocoop Prim'Vert Lesneven,Group,https://www.communecter.org/upload/communecter/organizations/5b13be7440bb4e3c612ca32d/primvert-0.png,https://www.communecter.org/#@biocoopPrimvertLesneven,https://www.communecter.org/api/organization/get/id/5b13be7440bb4e3c612ca32d,PostalAddress,"8, croas ar rod",29260,LESNEVEN,undefined,FR,GeoCoordinates,48.561248,-4.311496, ,MCMD,Boucherie,Boulangerie,Caviste,Épicerie,Fromagerie,Cosmétique,Droguerie,Accepte Contenant, ,biocoopPrimvertLesneven,https://www.finisterra.fr/bio-biocoop-lesneven.php, , , , , ,contact@finisterra.fr
Organization,Biocoop Coccinelle,Group,https://www.communecter.org/upload/communecter/organizations/5b13befa40bb4e3c612ca32f/coccinelle-0.png,https://www.communecter.org/#@biocoopCocinelle,https://www.communecter.org/api/organization/get/id/5b13befa40bb4e3c612ca32f,PostalAddress,"3 rue Marcelin Berthelot, ZA de Keriven",29600,ST MARTIN DES CHAMPS,undefined,FR,GeoCoordinates,48.566931,-3.852909, ,MCMD,Boucherie,Boulangerie,Caviste,Épicerie,Fromagerie,Droguerie,Cosmétique,Accepte Contenant, ,biocoopCocinelle,https://www.finisterra.fr/bio-biocoop-coccinelle-morlaix.php, , , , , ,contcat@finisterra.fr
Organization,Biocoop Kastell Bio,Group,https://www.communecter.org/upload/communecter/organizations/5b13bfa440bb4e03622ca323/Unknown.png,https://www.communecter.org/#@biocoopKastellBio,https://www.communecter.org/api/organization/get/id/5b13bfa440bb4e03622ca323,PostalAddress,45 avenue des Carmes,29250,ST POL DE LEON,undefined,FR,GeoCoordinates,48.680577,-3.991457, ,MCMD,Boucherie,Boulangerie,Caviste,Épicerie,Fromagerie,Cosmétique,Droguerie,Accepte Contenant, ,biocoopKastellBio,https://www.finisterra.fr/kastell-bio.php, , , , , ,contact@finisterra.fr
Organization,La Vie Claire Brest,Group,https://www.communecter.org/upload/communecter/organizations/5b13c12a40bb4e3c612ca331/1888006620590819009858194491629156886128716o.jpg,https://www.communecter.org/#@laVieClaireBrest,https://www.communecter.org/api/organization/get/id/5b13c12a40bb4e3c612ca331,PostalAddress,"41, rue Louis Pasteur",29200,BREST,undefined,FR,GeoCoordinates,48.38824,-4.490053, ,MCMD,Cosmétique,Droguerie,Épicerie,Accepte Contenant, , , , , ,laVieClaireBrest,http://www.lavieclaire.com, , , , , ,lvcbrest@orange.fr
Organization,Boulangerie Ty Bourdin,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/5b13c4d640bb4e46622ca323/Capture-dYocran-2018-06-03-Ya-123630.jpg,https://www.communecter.org/#@boulangerieTyBourdin,https://www.communecter.org/api/organization/get/id/5b13c4d640bb4e46622ca323,PostalAddress,21 rue de la tour d'Auvergne,29800,LANDERNEAU,undefined,FR,GeoCoordinates,48.451306,-4.248295, ,MCMD,Boulangerie,Pâtisserie,Accepte Contenant, , , , , , ,boulangerieTyBourdin,http://maison-bourdin.fr, , , , , , 
Organization,Boulangerie David Petit,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/5b13c59940bb4e01622ca34d/IMG1261.JPG,https://www.communecter.org/#@boulangerieDavidPetit,https://www.communecter.org/api/organization/get/id/5b13c59940bb4e01622ca34d,PostalAddress,2 rue jules ferry,29480,LE RELECQ KERHUON,undefined,FR,GeoCoordinates,48.396687,-4.419803, ,MCMD,Boulangerie,Pâtisserie,Accepte Contenant, , , , , , ,boulangerieDavidPetit,https://www.facebook.com/Boulangerie-David-Petit-202674523231803/, , , , , , 
Organization,La Maison du fromage Brest,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/5b13c61740bb4ed8622ca323/fromagerie-brest-architecte-interieur-3.jpg,https://www.communecter.org/#@laMaisonDuFromageBrest,https://www.communecter.org/api/organization/get/id/5b13c61740bb4ed8622ca323,PostalAddress,rue des halles saint louis,29200,BREST,undefined,FR,GeoCoordinates,48.389762,-4.48906, ,MCMD,Fromagerie,Accepte Contenant, , , , , , , ,laMaisonDuFromageBrest,http://www.lamaisondufromage-brest.com, , , , , ,contact@lamaisondufromage-brest.com
Organization,BIOCOOP CHAPEAU ROUGE,LocalBusiness, ,https://www.communecter.org/#@biocoopChapeauRouge,https://www.communecter.org/api/organization/get/id/5b16d56440bb4e3165391f04,PostalAddress,Chapeau Rouge,29000,QUIMPER,undefined,FR,GeoCoordinates,47.99698669236837,-4.107835292816162, ,MCMD,Épicerie,Accepte Contenant, , , , , , , ,biocoopChapeauRouge, , , , , , , 
Organization,Grain d'Orge,LocalBusiness, ,https://www.communecter.org/#@grainDorge,https://www.communecter.org/api/organization/get/id/5b2ba01d40bb4e166ab7efc7,PostalAddress,109 grande rue,69600,OULLINS,undefined,FR,GeoCoordinates,45.714817,4.807673, ,MCMD,Cosmétique,Accepte Contenant, , , , , , , ,grainDorge,http://graindorge.e-monsite.com, , , , ,Magasin de phytothérapie et de compléments alimentaires naturels, 
Organization,Tant et Si Bon,LocalBusiness, ,https://www.communecter.org/#@tantEtSiBon,https://www.communecter.org/api/organization/get/id/5b2ba2a940bb4e136ab7efe6,PostalAddress,14 rue president edouard herriot,69001,LYON 1ER ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.766882,4.834256, ,MCMD,Fromagerie,Accepte Contenant, , , , , , , ,tantEtSiBon,http://www.tantetsibon.com, , , , , , 
Organization,Toké,LocalBusiness, ,https://www.communecter.org/#@toke,https://www.communecter.org/api/organization/get/id/5b2ba40640bb4e976ab7efc5,PostalAddress,1 avenue berthelot,69007,LYON 7E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.747817,4.834154, ,MCMD,Traiteur,Accepte Contenant, , , , , , , ,toke,https://www.toke.eu, , , , ,Artisans de chaussons salés et sucrés (sur place ou à emporter), 
Organization,Boucherie Dufour,LocalBusiness, ,https://www.communecter.org/#@boucherieDufour,https://www.communecter.org/api/organization/get/id/5b2ba56940bb4ed36ab7efc5,PostalAddress,5 cours Tolstoï,69100,VILLEURBANNE,undefined,FR,GeoCoordinates,45.76384,4.870593, ,MCMD,Accepte Contenant, , , , , , , , ,boucherieDufour,http://boucheriedufour.fr, , , , , , 
Organization,l'épicerie équitable,LocalBusiness, ,https://www.communecter.org/#@lepicerieEquitable1,https://www.communecter.org/api/organization/get/id/5b2ba69640bb4e8c69b7f006,PostalAddress,78 rue montesquieu,69007,LYON 7E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.751403,4.844729, ,MCMD,Épicerie,Accepte Contenant, , , , , , , ,lepicerieEquitable1,http://www.epicerie-equitable.com, , , , , , 
Organization,L'Epicerie Des Halles,LocalBusiness, ,https://www.communecter.org/#@lepicerieDesHalles,https://www.communecter.org/api/organization/get/id/5b2ebb6940bb4ebe58b7f006,PostalAddress,place gabriel rambaud,69001,LYON 1ER ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.768486,4.829682, ,MCMD,Accepte Contenant,Épicerie, , , , , , , ,lepicerieDesHalles,http://www.lepiceriedeshalles.coop, , , , , , 
Organization,Bongoo Café,LocalBusiness, ,https://www.communecter.org/#@bongooCafe,https://www.communecter.org/api/organization/get/id/5b2ebd9c40bb4e325ab7efda,PostalAddress,99 rue Duguesclin,69006,LYON 6E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.76849,4.84747, ,MCMD,Accepte Contenant,Café,Thé, , , , , , ,bongooCafe,https://www.bongoocafe.com, , , , , , 
Organization,G'astronomie,LocalBusiness, ,https://www.communecter.org/#@gastronomie,https://www.communecter.org/api/organization/get/id/5b2ebf2440bb4e6c5ab7efcb,PostalAddress,179 cours lafayette,69006,LYON 6E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.763762,4.856757, ,MCMD,Accepte Contenant,chocolaterie,patisserie, , , , , , ,gastronomie,http://www.auroyaumeduchocolat.fr, , , , , , 
Organization,Pâtisserie Voltige,LocalBusiness, ,https://www.communecter.org/#@patisserieVoltige,https://www.communecter.org/api/organization/get/id/5b2ec08d40bb4eb059b7efe6,PostalAddress,31 cours tolstoï,69100,VILLEURBANNE,undefined,FR,GeoCoordinates,45.763858,4.873417, ,MCMD,Accepte Contenant,patisserie, , , , , , , ,patisserieVoltige, , , , , , , 
Organization,Baotime,LocalBusiness, ,https://www.communecter.org/#@baotime,https://www.communecter.org/api/organization/get/id/5b2ec39d40bb4ead5ab7efed,PostalAddress,19 rue voltaire,69003,LYON 3E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.759792,4.84847, ,MCMD,Accepte Contenant,Restaurant, , , , , , , ,baotime,https://www.baotime.fr, , , , , , 
Organization,Biocoop Vendôme,LocalBusiness, ,https://www.communecter.org/#@biocoopVendome,https://www.communecter.org/api/organization/get/id/5b2ec47440bb4eba5ab7efdb,PostalAddress,197 rue vendôme,69003,LYON 3E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.760077,4.846767, ,MCMD,Accepte Contenant,Épicerie,Vrac, , , , , , ,biocoopVendome,http://www.biocooplyonvendome.fr, , , , , , 
Organization,Boulangerie Alexandre,LocalBusiness, ,https://www.communecter.org/#@boulangerieAlexandre,https://www.communecter.org/api/organization/get/id/5b30025740bb4edc052cc5e5,PostalAddress,78 cours république,69100,VILLEURBANNE,undefined,FR,GeoCoordinates,45.764185,4.873959, ,MCMD,Accepte Contenant,Boulangerie,Pâtisserie,chocolaterie, , , , , ,boulangerieAlexandre, , , , , , , 
Organization,Oslow,LocalBusiness, ,https://www.communecter.org/#@oslow,https://www.communecter.org/api/organization/get/id/5b3004a340bb4ece052cc5e8,PostalAddress,80 rue part dieu,69003,LYON 3E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.75964,4.849418, ,MCMD,Accepte Contenant,Café,Restaurant, , , , , , ,oslow, , , , , ,Cantine et café, 
Organization,Maison Tixier,LocalBusiness, ,https://www.communecter.org/#@maisonTixier,https://www.communecter.org/api/organization/get/id/5b30065d40bb4ece052cc5f2,PostalAddress,25 bis vitton,69006,LYON 6E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.770031,4.858591, ,MCMD,Accepte Contenant,Boulangerie,Pâtisserie, , , , , , ,maisonTixier, , , , , , , 
Organization,La Fabrique de thé,LocalBusiness, ,https://www.communecter.org/#@laFabriqueDeThe,https://www.communecter.org/api/organization/get/id/5b30076f40bb4ece052cc5f7,PostalAddress,5 rue d'Ivry,69004,LYON 4E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.777236,4.83279, ,MCMD,Accepte Contenant,Thé, , , , , , , ,laFabriqueDeThe,https://www.lafabriquedethe.com, , , , , , 
Organization,Boucherie Correas,LocalBusiness, ,https://www.communecter.org/#@boucherieCorreas,https://www.communecter.org/api/organization/get/id/5b3008c040bb4e9c062cc5e5,PostalAddress,53 rue Garibaldi,69006,LYON 6E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.769689,4.850413, ,MCMD,Accepte Contenant,Boucherie,Traiteur, , , , , , ,boucherieCorreas, , , , , , , 
Organization,Maison Verot,LocalBusiness, ,https://www.communecter.org/#@maisonVerot,https://www.communecter.org/api/organization/get/id/5b34f0d240bb4e0d032cc5e5,PostalAddress,51 rue de la tête d'or,69006,LYON 6E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.769206,4.852496, ,MCMD,Accepte Contenant,Charcuterie, , , , , , , ,maisonVerot, , , , , , , 
Organization,Au pain naturel,LocalBusiness, ,https://www.communecter.org/#@auPainNaturel1,https://www.communecter.org/api/organization/get/id/5b3a77a340bb4ef43e96b19c,PostalAddress,53 rue Tête d'Or,69006,LYON 6E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.769051,4.852525, ,MCMD,Boulangerie,Accepte Contenant, , , , , , , ,auPainNaturel1, , , , , , , 
Organization,Le Pain Ta Gone,LocalBusiness, ,https://www.communecter.org/#@lePaintTaGone,https://www.communecter.org/api/organization/get/id/5b3a7a6940bb4e8f3f96b19f,PostalAddress,41 rue Saint-Jean,69005,LYON 5E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.761222,4.827115, ,MCMD,Boulangerie,Accepte Contenant, , , , , , , ,lePaintTaGone,https://www.facebook.com/lepaintagone, , , , , , 
Organization,Savonnerie Rampal-Latour,LocalBusiness, ,https://www.communecter.org/#@savonnerieRampallatour,https://www.communecter.org/api/organization/get/id/5b3a7bf240bb4efd3f96b197,PostalAddress,52 rue Saint-Jean,69005,LYON 5E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.762119,4.827421, ,MCMD,Accepte Contenant,Vrac, , , , , , , ,savonnerieRampallatour, , , , , , , 
Organization,Cavavin,LocalBusiness, ,https://www.communecter.org/#@cavavin,https://www.communecter.org/api/organization/get/id/5b3a7ce840bb4e6b3f96b1b2,PostalAddress,6 quai fulchiron,69005,LYON 5E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.758997,4.827151, ,MCMD,Accepte Contenant,Caviste, , , , , , , ,cavavin, , , , , , , 
Organization,Péchés Gourmands,LocalBusiness, ,https://www.communecter.org/#@pechesGourmands,https://www.communecter.org/api/organization/get/id/5b3a7ddf40bb4e1f4096b19c,PostalAddress,18 rue Saint-Jean,69005,LYON 5E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.763557,4.828044, ,MCMD,Accepte Contenant,Biscuiterie, , , , , , , ,pechesGourmands,https://www.facebook.com/biscuiterielyon, , , , , , 
Organization,Nataly's Café,LocalBusiness, ,https://www.communecter.org/#@natalysCafe,https://www.communecter.org/api/organization/get/id/5b3a7fbd40bb4ea04096b197,PostalAddress,70 rue Saint-Jean,69005,LYON 5E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.761232,4.827041, ,MCMD,Accepte Contenant,Restaurant, , , , , , , ,natalysCafe, , , , , , , 
Organization,Boulangerie Girond,LocalBusiness, ,https://www.communecter.org/#@boulangerieGirond,https://www.communecter.org/api/organization/get/id/5b3a810140bb4e1b4096b197,PostalAddress,8 rue St Pierre de Vaise,69009,LYON 9E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.773585,4.808197, ,MCMD,Accepte Contenant,Boulangerie, , , , , , , ,boulangerieGirond, , , , , , , 
Organization,Le 9ème pain,LocalBusiness, ,https://www.communecter.org/#@le9emePain,https://www.communecter.org/api/organization/get/id/5b3a81f940bb4ec64096b19a,PostalAddress,10 grande rue de Vaise,69009,LYON 9E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.774781,4.806343, ,MCMD,Accepte Contenant,Boulangerie, , , , , , , ,le9emePain, , , , , , , 
Organization,Valmy Tandoori,LocalBusiness, ,https://www.communecter.org/#@valmyTandoori,https://www.communecter.org/api/organization/get/id/5b3a842d40bb4e2a4196b19d,PostalAddress,17 rue du Mont d'Or,69009,LYON 9E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.774822,4.807149, ,MCMD,Accepte Contenant,Restaurant, , , , , , , ,valmyTandoori,http://www.valmy-tandoori.com, , , , , , 
Organization,Fromagerie Gerentes,LocalBusiness, ,https://www.communecter.org/#@fromagerieGerentes,https://www.communecter.org/api/organization/get/id/5b3a8ac540bb4e3e4296b197,PostalAddress,38 rue Michel Servet,69100,VILLEURBANNE,undefined,FR,GeoCoordinates,45.766454,4.878852, ,MCMD,Accepte Contenant,Fromagerie, , , , , , , ,fromagerieGerentes, , , , , , , 
Organization,Sensation Vanille,LocalBusiness, ,https://www.communecter.org/#@sensationVanille,https://www.communecter.org/api/organization/get/id/5b3a8b8040bb4ea24096b1bc,PostalAddress,10 rue St Pierre de Vaise,69009,LYON 9E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.773518,4.808056, ,MCMD,Accepte Contenant,Pâtisserie,chocolaterie,salon de thé, , , , , ,sensationVanille,http://www.sensationvanille.fr, , , , , , 
Organization,Boucherie Spehar Patrick,LocalBusiness, ,https://www.communecter.org/#@boucherieSpeharPatrick,https://www.communecter.org/api/organization/get/id/5b3e3de240bb4e352d96b19d,PostalAddress,10 bis Grande Rue,92350,LE PLESSIS ROBINSON,undefined,FR,GeoCoordinates,48.780696,2.262275, ,Accepte Contenant,Boucherie, , , , , , , , ,boucherieSpeharPatrick, , , , , , , 
Organization,Baralait,LocalBusiness, ,https://www.communecter.org/#@baralait,https://www.communecter.org/api/organization/get/id/5b3e3e6e40bb4eff2c96b1ae,PostalAddress,10 Grand Place,92350,LE PLESSIS ROBINSON,undefined,FR,GeoCoordinates,48.781498,2.262959, ,Accepte Contenant,Fromagerie, , , , , , , , ,baralait, , , , , , , 
Organization,Maison Jacquard,LocalBusiness, ,https://www.communecter.org/#@maisonJacquard,https://www.communecter.org/api/organization/get/id/5b3e3f1640bb4e402d96b19a,PostalAddress,1 place des capucins,69001,LYON 1ER ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.768771,4.83234, ,MCMD,Accepte Contenant,Boulangerie, , , , , , , ,maisonJacquard,https://www.facebook.com/MaisonJacquard, , , , , , 
Organization,Biocoop L’Arbre de Vie,LocalBusiness, ,https://www.communecter.org/#@biocoopLarbreDeVie1,https://www.communecter.org/api/organization/get/id/5b3e3f2440bb4eff2c96b1b0,PostalAddress,5 avenue de la Libération,92350,LE PLESSIS ROBINSON,undefined,FR,GeoCoordinates,48.776249,2.255947, ,Accepte Contenant,supermarché,épicerie, , , , , , , ,biocoopLarbreDeVie1, , , , , , , 
Organization,Traiteur asiatique Yun Tian,LocalBusiness, ,https://www.communecter.org/#@traiteurAsiatiqueYunTian,https://www.communecter.org/api/organization/get/id/5b3e3f7640bb4e882d96b197,PostalAddress,1 bis rue René Roeckel,92340,BOURG LA REINE,undefined,FR,GeoCoordinates,48.779458,2.314778, ,Accepte Contenant,Traiteur, , , , , , , , ,traiteurAsiatiqueYunTian, , , , , , , 
Organization,Mangia Buono,LocalBusiness, ,https://www.communecter.org/#@mangiaBuono,https://www.communecter.org/api/organization/get/id/5b3e407d40bb4e7e2d96b19f,PostalAddress,48 rue Sergent Blandan,69001,LYON 1ER ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.768919,4.832134, ,MCMD,Accepte Contenant,Épicerie, , , , , , , ,mangiaBuono,http://www.mangiabuono.fr, , , , , , 
Organization,Fromagerie Verlaine - Benoit Charron,LocalBusiness, ,https://www.communecter.org/#@fromagerieVerlaineBenoitChannon,https://www.communecter.org/api/organization/get/id/5b3e415e40bb4e672d96b1b7,PostalAddress,26 rue Paul Verlaine,69100,VILLEURBANNE,undefined,FR,GeoCoordinates,45.767064,4.880158, ,MCMD,Accepte Contenant,Fromagerie, , , , , , , ,fromagerieVerlaineBenoitChannon,https://www.facebook.com/fromagerievilleurbanne, , , , , , 
Organization,Aussi Frenchi,LocalBusiness, ,https://www.communecter.org/#@aussiFrenchi,https://www.communecter.org/api/organization/get/id/5b3e42f340bb4ee82d96b19a,PostalAddress,15 grande rue de Vaise,69009,LYON 9E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.774643,4.806891, ,MCMD,Accepte Contenant,café, , , , , , , ,aussiFrenchi, , , , , , , 
Organization,Fromagerie Lachaume,LocalBusiness, ,https://www.communecter.org/#@fromagerieLachaume,https://www.communecter.org/api/organization/get/id/5b3e441f40bb4e672d96b1c1,PostalAddress,44 grande rue de vaise,69009,LYON 9E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.773806,4.808435, ,MCMD,Accepte Contenant,Fromagerie,Traiteur,charcuterie, , , , , ,fromagerieLachaume,http://www.lachaume-fromagerie.fr, , , , , , 
Organization,Soo Cookies,LocalBusiness, ,https://www.communecter.org/#@sooCookies,https://www.communecter.org/api/organization/get/id/5b3e44f140bb4e612e96b197,PostalAddress,12 rue Paul Verlaine,69100,VILLEURBANNE,undefined,FR,GeoCoordinates,45.768678,4.880115, ,MCMD,Accepte Contenant,salon de thé, , , , , , , ,sooCookies,http://www.soocookies.fr, , , , , , 
Organization,Le Plaisir Sucré,LocalBusiness, ,https://www.communecter.org/#@lePlaisirSucre,https://www.communecter.org/api/organization/get/id/5b3e469140bb4e632e96b1a4,PostalAddress,44 grande rue de Vaise,69009,LYON 9E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.773806,4.808435, ,MCMD,Accepte Contenant,Pâtisserie,Chocolaterie, , , , , , ,lePlaisirSucre,http://www.leplaisirsucre.fr, , , , , , 
Organization,Maison Débeaux,LocalBusiness, ,https://www.communecter.org/#@maisonDebeaux,https://www.communecter.org/api/organization/get/id/5b3e4a7d40bb4e202f96b197,PostalAddress,15 rue de la République,69001,LYON 1ER ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.765469,4.836071, ,MCMD,Pâtisserie,Chocolaterie,Accepte Contenant,Traiteur, , , , , ,maisonDebeaux,http://www.maison-debeaux.com/, , , , , , 
Organization,La Broche,LocalBusiness, ,https://www.communecter.org/#@laBroche,https://www.communecter.org/api/organization/get/id/5b3e4bb640bb4e4a2f96b197,PostalAddress,14 rue Romarin,69001,LYON 1ER ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.768467,4.834404, ,MCMD,Accepte Contenant,Traiteur, , , , , , , ,laBroche,https://www.labroche-lesbrosdugrill.fr/, , , , , , 
Organization,Au Pain des Traboules,LocalBusiness, ,https://www.communecter.org/#@auPainDesTraboules,https://www.communecter.org/api/organization/get/id/5b3e4d0b40bb4e582f96b19a,PostalAddress,9 rue des lanternes,69001,LYON 1ER ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.766729,4.831858, ,MCMD,Accepte Contenant,Boulangerie, , , , , , , ,auPainDesTraboules,https://au-pain-des-traboules.business.site/, , , , , , 
Organization,CousBox,LocalBusiness, ,https://www.communecter.org/#@cousbox,https://www.communecter.org/api/organization/get/id/5b3e512f40bb4e443096b1a1,PostalAddress,"16, rue d'Algérie",69001,LYON 1ER ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.767445,4.831959, ,MCMD,Accepte Contenant,Couscousserie,Pâtisserie,Salon de Thé, , , , , ,cousbox,https://www.cousbox.com/, , , , , , 
Organization,Maison Guitel,LocalBusiness, ,https://www.communecter.org/#@maisonGuitel,https://www.communecter.org/api/organization/get/id/5b3e51a840bb4e083096b1ac,PostalAddress,"6, rue Constantine",69001,LYON 1ER ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.76672,4.830881, ,MCMD,Accepte Contenant,Boulangerie,Traiteur, , , , , , ,maisonGuitel,https://www.facebook.com/MaisonGuitel/, , , , , , 
Organization,Maison Fauci,LocalBusiness, ,https://www.communecter.org/#@maisonFauci,https://www.communecter.org/api/organization/get/id/5b3e52c040bb4e712f96b1a5,PostalAddress,"3 , rue Monseigneur-Lavarenne",69005,LYON 5E ARRONDISSEMENT,undefined,FR,GeoCoordinates,45.759419,4.827194, ,MCMD,Accepte Contenant,Épicerie,Boucherie, , , , , , ,maisonFauci,https://www.facebook.com/Maison-Fauci-317620184943533/, , , , , , 
Organization,Excuse my French, , ,https://www.communecter.org/#@excuseMyFrench,https://www.communecter.org/api/organization/get/id/5b43cc9840bb4eb94969793f,PostalAddress,87 rue des Faures,33000,Bordeaux,33063,FR,GeoCoordinates,44.835002,-0.566564, ,Accepte contenant, , , , , , , , , ,excuseMyFrench, , , , , , , 
Organization,Le P'tit chez moi, , ,https://www.communecter.org/#@lePtitChezMoi,https://www.communecter.org/api/organization/get/id/5b43cc9e40bb4efd49697938,PostalAddress,46 rue Notre-Dame,33000,Bordeaux,33063,FR,GeoCoordinates,44.852144,-0.570891, ,Accepte contenant,Produits biologiques, , , , , , , , ,lePtitChezMoi, , , , , , , 
Organization,Casa mia, , ,https://www.communecter.org/#@casaMia,https://www.communecter.org/api/organization/get/id/5b43ccde40bb4eed49697935,PostalAddress,74 rue du Pas-Saint-Georges,33000,Bordeaux,33063,FR,GeoCoordinates,44.838936,-0.571918, ,Accepte contenant,Italien, , , , , , , , ,casaMia, , , , , , , 
Organization,Beillevaire, , ,https://www.communecter.org/#@beillevaire,https://www.communecter.org/api/organization/get/id/5b43cd0b40bb4efe49697935,PostalAddress,8 bis rue Michel Montaigne,33000,Bordeaux,33063,FR,GeoCoordinates,44.843592,-0.576923, ,Accepte contenant,Fromagerie, , , , , , , , ,beillevaire, , , , , , , 
Organization,Ô Sorbet d'Amour,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/5b4489a540bb4e6a64697938/logo-vrac-P.png,https://www.communecter.org/#@oSorbetDamour,https://www.communecter.org/api/organization/get/id/5b4489a540bb4e6a64697938,PostalAddress,11 place du Parlement,33000,Bordeaux,33063,FR,GeoCoordinates,44.840876,-0.572017, ,Accepte contenant,Glacier, , , , , , , , ,oSorbetDamour, , , , , , , 
Organization,Musette,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/5b4489a540bb4e6a6469793c/logo-fais-moi-meme.png,https://www.communecter.org/#@musette,https://www.communecter.org/api/organization/get/id/5b4489a540bb4e6a6469793c,PostalAddress,72 cours de la Somme,33000,BORDEAUX,undefined,FR,GeoCoordinates,44.82799553890458,-0.5723190307617188, ,Accepte contenant,Café,Atelier de réparation de vélos,Réparation, , , , , , ,musette,https://musettebordeaux.com/, , , , , , 
Organization,Ladybird,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/5b4489a540bb4e6a64697940/logo-epicerie-vrac-P.png,https://www.communecter.org/#@ladybird,https://www.communecter.org/api/organization/get/id/5b4489a540bb4e6a64697940,PostalAddress,10 bis Place Louis Barthou,33000,Bordeaux,33063,FR,GeoCoordinates,44.821678,-0.582672, ,Accepte contenant,Vrac,Primeur,Épicerie,Produits biologiques, , , , , ,ladybird,http://ladybird.business.site/, , , , ,Épicerie Primeur, 
Organization,Poissonnerie Nansouty,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/5b4489a540bb4e6a64697944/logo-vrac-P.png,https://www.communecter.org/#@poissonnerieNansouty,https://www.communecter.org/api/organization/get/id/5b4489a540bb4e6a64697944,PostalAddress,275 cours de la Somme,33800,BORDEAUX,undefined,FR,GeoCoordinates,44.819561,-0.572531, ,Accepte contenant,Poissonnerie, , , , , , , , ,poissonnerieNansouty,https://www.facebook.com/pages/Poujeaux-Delphine/107033613182996, , , , , , 
Organization,Fromages Nansouty,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/5b4489a540bb4e6a64697948/logo-vrac-P.png,https://www.communecter.org/#@fromagesNansouty,https://www.communecter.org/api/organization/get/id/5b4489a540bb4e6a64697948,PostalAddress,314 rue pelleport,33000,BORDEAUX,undefined,FR,GeoCoordinates,44.819397,-0.572133, ,Accepte contenant,Fromagerie, , , , , , , , ,fromagesNansouty,https://www.facebook.com/pages/Mana/1475854239105107, , , , , , 
Organization,Boucherie Nansouty,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/5b4489a540bb4e6a6469794c/logo-vrac-P.png,https://www.communecter.org/#@boucherieNansouty,https://www.communecter.org/api/organization/get/id/5b4489a540bb4e6a6469794c,PostalAddress,262b cours de la Somme,33800,BORDEAUX,undefined,FR,GeoCoordinates,44.820666,-0.572324, ,Accepte contenant,Boucherie, , , , , , , , ,boucherieNansouty,https://www.boucherie-nansouty.fr, , , , , , 
